Total Number of Records          52200.
             DATA SET: /usr/local/fer_dsets/data/GPW/gpw_2015_2dim.nc
             X: 0.5 to 52200.5
 Column  1: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  2: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  3: POPULATION_DENSITY is Population Density, v4.10 (2000, 2005, 2010, 2015, 2020): 1 degree (Persons per square kilometer)   BAD FLAG : -1.E+34
LON,LAT,POPULATION_DENSITY
-130.5,-43.5,-1.E+34  
-129.5,-43.5,-1.E+34  
-128.5,-43.5,-1.E+34  
-127.5,-43.5,-1.E+34  
-126.5,-43.5,-1.E+34  
-125.5,-43.5,-1.E+34  
-124.5,-43.5,-1.E+34  
-123.5,-43.5,-1.E+34  
-122.5,-43.5,-1.E+34  
-121.5,-43.5,-1.E+34  
-120.5,-43.5,-1.E+34  
-119.5,-43.5,-1.E+34  
-118.5,-43.5,-1.E+34  
-117.5,-43.5,-1.E+34  
-116.5,-43.5,-1.E+34  
-115.5,-43.5,-1.E+34  
-114.5,-43.5,-1.E+34  
-113.5,-43.5,-1.E+34  
-112.5,-43.5,-1.E+34  
-111.5,-43.5,-1.E+34  
-110.5,-43.5,-1.E+34  
-109.5,-43.5,-1.E+34  
-108.5,-43.5,-1.E+34  
-107.5,-43.5,-1.E+34  
-106.5,-43.5,-1.E+34  
-105.5,-43.5,-1.E+34  
-104.5,-43.5,-1.E+34  
-103.5,-43.5,-1.E+34  
-102.5,-43.5,-1.E+34  
-101.5,-43.5,-1.E+34  
-100.5,-43.5,-1.E+34  
-99.5,-43.5,-1.E+34  
-98.5,-43.5,-1.E+34  
-97.5,-43.5,-1.E+34  
-96.5,-43.5,-1.E+34  
-95.5,-43.5,-1.E+34  
-94.5,-43.5,-1.E+34  
-93.5,-43.5,-1.E+34  
-92.5,-43.5,-1.E+34  
-91.5,-43.5,-1.E+34  
-90.5,-43.5,-1.E+34  
-89.5,-43.5,-1.E+34  
-88.5,-43.5,-1.E+34  
-87.5,-43.5,-1.E+34  
-86.5,-43.5,-1.E+34  
-85.5,-43.5,-1.E+34  
-84.5,-43.5,-1.E+34  
-83.5,-43.5,-1.E+34  
-82.5,-43.5,-1.E+34  
-81.5,-43.5,-1.E+34  
-80.5,-43.5,-1.E+34  
-79.5,-43.5,-1.E+34  
-78.5,-43.5,-1.E+34  
-77.5,-43.5,-1.E+34  
-76.5,-43.5,-1.E+34  
-75.5,-43.5,-1.E+34  
-74.5,-43.5,11.3869  
-73.5,-43.5,8.58544  
-72.5,-43.5,0.844929  
-71.5,-43.5,2.84989  
-70.5,-43.5,0.671826  
-69.5,-43.5,0.15868  
-68.5,-43.5,0.0848101  
-67.5,-43.5,0.104342  
-66.5,-43.5,0.627967  
-65.5,-43.5,9.97919  
-64.5,-43.5,34.5979  
-63.5,-43.5,-1.E+34  
-62.5,-43.5,-1.E+34  
-61.5,-43.5,-1.E+34  
-60.5,-43.5,-1.E+34  
-59.5,-43.5,-1.E+34  
-58.5,-43.5,-1.E+34  
-57.5,-43.5,-1.E+34  
-56.5,-43.5,-1.E+34  
-55.5,-43.5,-1.E+34  
-54.5,-43.5,-1.E+34  
-53.5,-43.5,-1.E+34  
-52.5,-43.5,-1.E+34  
-51.5,-43.5,-1.E+34  
-50.5,-43.5,-1.E+34  
-49.5,-43.5,-1.E+34  
-48.5,-43.5,-1.E+34  
-47.5,-43.5,-1.E+34  
-46.5,-43.5,-1.E+34  
-45.5,-43.5,-1.E+34  
-44.5,-43.5,-1.E+34  
-43.5,-43.5,-1.E+34  
-42.5,-43.5,-1.E+34  
-41.5,-43.5,-1.E+34  
-40.5,-43.5,-1.E+34  
-39.5,-43.5,-1.E+34  
-38.5,-43.5,-1.E+34  
-37.5,-43.5,-1.E+34  
-36.5,-43.5,-1.E+34  
-35.5,-43.5,-1.E+34  
-34.5,-43.5,-1.E+34  
-33.5,-43.5,-1.E+34  
-32.5,-43.5,-1.E+34  
-31.5,-43.5,-1.E+34  
-30.5,-43.5,-1.E+34  
-29.5,-43.5,-1.E+34  
-28.5,-43.5,-1.E+34  
-27.5,-43.5,-1.E+34  
-26.5,-43.5,-1.E+34  
-25.5,-43.5,-1.E+34  
-24.5,-43.5,-1.E+34  
-23.5,-43.5,-1.E+34  
-22.5,-43.5,-1.E+34  
-21.5,-43.5,-1.E+34  
-20.5,-43.5,-1.E+34  
-19.5,-43.5,-1.E+34  
-18.5,-43.5,-1.E+34  
-17.5,-43.5,-1.E+34  
-16.5,-43.5,-1.E+34  
-15.5,-43.5,-1.E+34  
-14.5,-43.5,-1.E+34  
-13.5,-43.5,-1.E+34  
-12.5,-43.5,-1.E+34  
-11.5,-43.5,-1.E+34  
-10.5,-43.5,-1.E+34  
-9.5,-43.5,-1.E+34  
-8.5,-43.5,-1.E+34  
-7.5,-43.5,-1.E+34  
-6.5,-43.5,-1.E+34  
-5.5,-43.5,-1.E+34  
-4.5,-43.5,-1.E+34  
-3.5,-43.5,-1.E+34  
-2.5,-43.5,-1.E+34  
-1.5,-43.5,-1.E+34  
-0.5,-43.5,-1.E+34  
0.5,-43.5,-1.E+34  
1.5,-43.5,-1.E+34  
2.5,-43.5,-1.E+34  
3.5,-43.5,-1.E+34  
4.5,-43.5,-1.E+34  
5.5,-43.5,-1.E+34  
6.5,-43.5,-1.E+34  
7.5,-43.5,-1.E+34  
8.5,-43.5,-1.E+34  
9.5,-43.5,-1.E+34  
10.5,-43.5,-1.E+34  
11.5,-43.5,-1.E+34  
12.5,-43.5,-1.E+34  
13.5,-43.5,-1.E+34  
14.5,-43.5,-1.E+34  
15.5,-43.5,-1.E+34  
16.5,-43.5,-1.E+34  
17.5,-43.5,-1.E+34  
18.5,-43.5,-1.E+34  
19.5,-43.5,-1.E+34  
20.5,-43.5,-1.E+34  
21.5,-43.5,-1.E+34  
22.5,-43.5,-1.E+34  
23.5,-43.5,-1.E+34  
24.5,-43.5,-1.E+34  
25.5,-43.5,-1.E+34  
26.5,-43.5,-1.E+34  
27.5,-43.5,-1.E+34  
28.5,-43.5,-1.E+34  
29.5,-43.5,-1.E+34  
30.5,-43.5,-1.E+34  
31.5,-43.5,-1.E+34  
32.5,-43.5,-1.E+34  
33.5,-43.5,-1.E+34  
34.5,-43.5,-1.E+34  
35.5,-43.5,-1.E+34  
36.5,-43.5,-1.E+34  
37.5,-43.5,-1.E+34  
38.5,-43.5,-1.E+34  
39.5,-43.5,-1.E+34  
40.5,-43.5,-1.E+34  
41.5,-43.5,-1.E+34  
42.5,-43.5,-1.E+34  
43.5,-43.5,-1.E+34  
44.5,-43.5,-1.E+34  
45.5,-43.5,-1.E+34  
46.5,-43.5,-1.E+34  
47.5,-43.5,-1.E+34  
48.5,-43.5,-1.E+34  
49.5,-43.5,-1.E+34  
50.5,-43.5,-1.E+34  
51.5,-43.5,-1.E+34  
52.5,-43.5,-1.E+34  
53.5,-43.5,-1.E+34  
54.5,-43.5,-1.E+34  
55.5,-43.5,-1.E+34  
56.5,-43.5,-1.E+34  
57.5,-43.5,-1.E+34  
58.5,-43.5,-1.E+34  
59.5,-43.5,-1.E+34  
60.5,-43.5,-1.E+34  
61.5,-43.5,-1.E+34  
62.5,-43.5,-1.E+34  
63.5,-43.5,-1.E+34  
64.5,-43.5,-1.E+34  
65.5,-43.5,-1.E+34  
66.5,-43.5,-1.E+34  
67.5,-43.5,-1.E+34  
68.5,-43.5,-1.E+34  
69.5,-43.5,-1.E+34  
70.5,-43.5,-1.E+34  
71.5,-43.5,-1.E+34  
72.5,-43.5,-1.E+34  
73.5,-43.5,-1.E+34  
74.5,-43.5,-1.E+34  
75.5,-43.5,-1.E+34  
76.5,-43.5,-1.E+34  
77.5,-43.5,-1.E+34  
78.5,-43.5,-1.E+34  
79.5,-43.5,-1.E+34  
80.5,-43.5,-1.E+34  
81.5,-43.5,-1.E+34  
82.5,-43.5,-1.E+34  
83.5,-43.5,-1.E+34  
84.5,-43.5,-1.E+34  
85.5,-43.5,-1.E+34  
86.5,-43.5,-1.E+34  
87.5,-43.5,-1.E+34  
88.5,-43.5,-1.E+34  
89.5,-43.5,-1.E+34  
90.5,-43.5,-1.E+34  
91.5,-43.5,-1.E+34  
92.5,-43.5,-1.E+34  
93.5,-43.5,-1.E+34  
94.5,-43.5,-1.E+34  
95.5,-43.5,-1.E+34  
96.5,-43.5,-1.E+34  
97.5,-43.5,-1.E+34  
98.5,-43.5,-1.E+34  
99.5,-43.5,-1.E+34  
100.5,-43.5,-1.E+34  
101.5,-43.5,-1.E+34  
102.5,-43.5,-1.E+34  
103.5,-43.5,-1.E+34  
104.5,-43.5,-1.E+34  
105.5,-43.5,-1.E+34  
106.5,-43.5,-1.E+34  
107.5,-43.5,-1.E+34  
108.5,-43.5,-1.E+34  
109.5,-43.5,-1.E+34  
110.5,-43.5,-1.E+34  
111.5,-43.5,-1.E+34  
112.5,-43.5,-1.E+34  
113.5,-43.5,-1.E+34  
114.5,-43.5,-1.E+34  
115.5,-43.5,-1.E+34  
116.5,-43.5,-1.E+34  
117.5,-43.5,-1.E+34  
118.5,-43.5,-1.E+34  
119.5,-43.5,-1.E+34  
120.5,-43.5,-1.E+34  
121.5,-43.5,-1.E+34  
122.5,-43.5,-1.E+34  
123.5,-43.5,-1.E+34  
124.5,-43.5,-1.E+34  
125.5,-43.5,-1.E+34  
126.5,-43.5,-1.E+34  
127.5,-43.5,-1.E+34  
128.5,-43.5,-1.E+34  
129.5,-43.5,-1.E+34  
130.5,-43.5,-1.E+34  
131.5,-43.5,-1.E+34  
132.5,-43.5,-1.E+34  
133.5,-43.5,-1.E+34  
134.5,-43.5,-1.E+34  
135.5,-43.5,-1.E+34  
136.5,-43.5,-1.E+34  
137.5,-43.5,-1.E+34  
138.5,-43.5,-1.E+34  
139.5,-43.5,-1.E+34  
140.5,-43.5,-1.E+34  
141.5,-43.5,-1.E+34  
142.5,-43.5,-1.E+34  
143.5,-43.5,-1.E+34  
144.5,-43.5,-1.E+34  
145.5,-43.5,0.000241224  
146.5,-43.5,0.858178  
147.5,-43.5,16.8027  
148.5,-43.5,-1.E+34  
149.5,-43.5,-1.E+34  
150.5,-43.5,-1.E+34  
151.5,-43.5,-1.E+34  
152.5,-43.5,-1.E+34  
153.5,-43.5,-1.E+34  
154.5,-43.5,-1.E+34  
155.5,-43.5,-1.E+34  
156.5,-43.5,-1.E+34  
157.5,-43.5,-1.E+34  
158.5,-43.5,-1.E+34  
159.5,-43.5,-1.E+34  
160.5,-43.5,-1.E+34  
161.5,-43.5,-1.E+34  
162.5,-43.5,-1.E+34  
163.5,-43.5,-1.E+34  
164.5,-43.5,-1.E+34  
165.5,-43.5,-1.E+34  
166.5,-43.5,-1.E+34  
167.5,-43.5,-1.E+34  
168.5,-43.5,0.093989  
169.5,-43.5,0.0608303  
170.5,-43.5,0.266059  
171.5,-43.5,3.61603  
172.5,-43.5,67.8204  
173.5,-43.5,2.12768  
174.5,-43.5,-1.E+34  
175.5,-43.5,-1.E+34  
176.5,-43.5,-1.E+34  
177.5,-43.5,-1.E+34  
178.5,-43.5,-1.E+34  
179.5,-43.5,-1.E+34  
-179.5,-42.5,-1.E+34  
-178.5,-42.5,-1.E+34  
-177.5,-42.5,-1.E+34  
-176.5,-42.5,-1.E+34  
-175.5,-42.5,-1.E+34  
-174.5,-42.5,-1.E+34  
-173.5,-42.5,-1.E+34  
-172.5,-42.5,-1.E+34  
-171.5,-42.5,-1.E+34  
-170.5,-42.5,-1.E+34  
-169.5,-42.5,-1.E+34  
-168.5,-42.5,-1.E+34  
-167.5,-42.5,-1.E+34  
-166.5,-42.5,-1.E+34  
-165.5,-42.5,-1.E+34  
-164.5,-42.5,-1.E+34  
-163.5,-42.5,-1.E+34  
-162.5,-42.5,-1.E+34  
-161.5,-42.5,-1.E+34  
-160.5,-42.5,-1.E+34  
-159.5,-42.5,-1.E+34  
-158.5,-42.5,-1.E+34  
-157.5,-42.5,-1.E+34  
-156.5,-42.5,-1.E+34  
-155.5,-42.5,-1.E+34  
-154.5,-42.5,-1.E+34  
-153.5,-42.5,-1.E+34  
-152.5,-42.5,-1.E+34  
-151.5,-42.5,-1.E+34  
-150.5,-42.5,-1.E+34  
-149.5,-42.5,-1.E+34  
-148.5,-42.5,-1.E+34  
-147.5,-42.5,-1.E+34  
-146.5,-42.5,-1.E+34  
-145.5,-42.5,-1.E+34  
-144.5,-42.5,-1.E+34  
-143.5,-42.5,-1.E+34  
-142.5,-42.5,-1.E+34  
-141.5,-42.5,-1.E+34  
-140.5,-42.5,-1.E+34  
-139.5,-42.5,-1.E+34  
-138.5,-42.5,-1.E+34  
-137.5,-42.5,-1.E+34  
-136.5,-42.5,-1.E+34  
-135.5,-42.5,-1.E+34  
-134.5,-42.5,-1.E+34  
-133.5,-42.5,-1.E+34  
-132.5,-42.5,-1.E+34  
-131.5,-42.5,-1.E+34  
-130.5,-42.5,-1.E+34  
-129.5,-42.5,-1.E+34  
-128.5,-42.5,-1.E+34  
-127.5,-42.5,-1.E+34  
-126.5,-42.5,-1.E+34  
-125.5,-42.5,-1.E+34  
-124.5,-42.5,-1.E+34  
-123.5,-42.5,-1.E+34  
-122.5,-42.5,-1.E+34  
-121.5,-42.5,-1.E+34  
-120.5,-42.5,-1.E+34  
-119.5,-42.5,-1.E+34  
-118.5,-42.5,-1.E+34  
-117.5,-42.5,-1.E+34  
-116.5,-42.5,-1.E+34  
-115.5,-42.5,-1.E+34  
-114.5,-42.5,-1.E+34  
-113.5,-42.5,-1.E+34  
-112.5,-42.5,-1.E+34  
-111.5,-42.5,-1.E+34  
-110.5,-42.5,-1.E+34  
-109.5,-42.5,-1.E+34  
-108.5,-42.5,-1.E+34  
-107.5,-42.5,-1.E+34  
-106.5,-42.5,-1.E+34  
-105.5,-42.5,-1.E+34  
-104.5,-42.5,-1.E+34  
-103.5,-42.5,-1.E+34  
-102.5,-42.5,-1.E+34  
-101.5,-42.5,-1.E+34  
-100.5,-42.5,-1.E+34  
-99.5,-42.5,-1.E+34  
-98.5,-42.5,-1.E+34  
-97.5,-42.5,-1.E+34  
-96.5,-42.5,-1.E+34  
-95.5,-42.5,-1.E+34  
-94.5,-42.5,-1.E+34  
-93.5,-42.5,-1.E+34  
-92.5,-42.5,-1.E+34  
-91.5,-42.5,-1.E+34  
-90.5,-42.5,-1.E+34  
-89.5,-42.5,-1.E+34  
-88.5,-42.5,-1.E+34  
-87.5,-42.5,-1.E+34  
-86.5,-42.5,-1.E+34  
-85.5,-42.5,-1.E+34  
-84.5,-42.5,-1.E+34  
-83.5,-42.5,-1.E+34  
-82.5,-42.5,-1.E+34  
-81.5,-42.5,-1.E+34  
-80.5,-42.5,-1.E+34  
-79.5,-42.5,-1.E+34  
-78.5,-42.5,-1.E+34  
-77.5,-42.5,-1.E+34  
-76.5,-42.5,-1.E+34  
-75.5,-42.5,-1.E+34  
-74.5,-42.5,20.4208  
-73.5,-42.5,29.4951  
-72.5,-42.5,1.88824  
-71.5,-42.5,2.89768  
-70.5,-42.5,1.35537  
-69.5,-42.5,0.625757  
-68.5,-42.5,0.0885077  
-67.5,-42.5,0.095271  
-66.5,-42.5,0.199132  
-65.5,-42.5,8.74252  
-64.5,-42.5,12.5302  
-63.5,-42.5,7.90377  
-62.5,-42.5,-1.E+34  
-61.5,-42.5,-1.E+34  
-60.5,-42.5,-1.E+34  
-59.5,-42.5,-1.E+34  
-58.5,-42.5,-1.E+34  
-57.5,-42.5,-1.E+34  
-56.5,-42.5,-1.E+34  
-55.5,-42.5,-1.E+34  
-54.5,-42.5,-1.E+34  
-53.5,-42.5,-1.E+34  
-52.5,-42.5,-1.E+34  
-51.5,-42.5,-1.E+34  
-50.5,-42.5,-1.E+34  
-49.5,-42.5,-1.E+34  
-48.5,-42.5,-1.E+34  
-47.5,-42.5,-1.E+34  
-46.5,-42.5,-1.E+34  
-45.5,-42.5,-1.E+34  
-44.5,-42.5,-1.E+34  
-43.5,-42.5,-1.E+34  
-42.5,-42.5,-1.E+34  
-41.5,-42.5,-1.E+34  
-40.5,-42.5,-1.E+34  
-39.5,-42.5,-1.E+34  
-38.5,-42.5,-1.E+34  
-37.5,-42.5,-1.E+34  
-36.5,-42.5,-1.E+34  
-35.5,-42.5,-1.E+34  
-34.5,-42.5,-1.E+34  
-33.5,-42.5,-1.E+34  
-32.5,-42.5,-1.E+34  
-31.5,-42.5,-1.E+34  
-30.5,-42.5,-1.E+34  
-29.5,-42.5,-1.E+34  
-28.5,-42.5,-1.E+34  
-27.5,-42.5,-1.E+34  
-26.5,-42.5,-1.E+34  
-25.5,-42.5,-1.E+34  
-24.5,-42.5,-1.E+34  
-23.5,-42.5,-1.E+34  
-22.5,-42.5,-1.E+34  
-21.5,-42.5,-1.E+34  
-20.5,-42.5,-1.E+34  
-19.5,-42.5,-1.E+34  
-18.5,-42.5,-1.E+34  
-17.5,-42.5,-1.E+34  
-16.5,-42.5,-1.E+34  
-15.5,-42.5,-1.E+34  
-14.5,-42.5,-1.E+34  
-13.5,-42.5,-1.E+34  
-12.5,-42.5,-1.E+34  
-11.5,-42.5,-1.E+34  
-10.5,-42.5,-1.E+34  
-9.5,-42.5,-1.E+34  
-8.5,-42.5,-1.E+34  
-7.5,-42.5,-1.E+34  
-6.5,-42.5,-1.E+34  
-5.5,-42.5,-1.E+34  
-4.5,-42.5,-1.E+34  
-3.5,-42.5,-1.E+34  
-2.5,-42.5,-1.E+34  
-1.5,-42.5,-1.E+34  
-0.5,-42.5,-1.E+34  
0.5,-42.5,-1.E+34  
1.5,-42.5,-1.E+34  
2.5,-42.5,-1.E+34  
3.5,-42.5,-1.E+34  
4.5,-42.5,-1.E+34  
5.5,-42.5,-1.E+34  
6.5,-42.5,-1.E+34  
7.5,-42.5,-1.E+34  
8.5,-42.5,-1.E+34  
9.5,-42.5,-1.E+34  
10.5,-42.5,-1.E+34  
11.5,-42.5,-1.E+34  
12.5,-42.5,-1.E+34  
13.5,-42.5,-1.E+34  
14.5,-42.5,-1.E+34  
15.5,-42.5,-1.E+34  
16.5,-42.5,-1.E+34  
17.5,-42.5,-1.E+34  
18.5,-42.5,-1.E+34  
19.5,-42.5,-1.E+34  
20.5,-42.5,-1.E+34  
21.5,-42.5,-1.E+34  
22.5,-42.5,-1.E+34  
23.5,-42.5,-1.E+34  
24.5,-42.5,-1.E+34  
25.5,-42.5,-1.E+34  
26.5,-42.5,-1.E+34  
27.5,-42.5,-1.E+34  
28.5,-42.5,-1.E+34  
29.5,-42.5,-1.E+34  
30.5,-42.5,-1.E+34  
31.5,-42.5,-1.E+34  
32.5,-42.5,-1.E+34  
33.5,-42.5,-1.E+34  
34.5,-42.5,-1.E+34  
35.5,-42.5,-1.E+34  
36.5,-42.5,-1.E+34  
37.5,-42.5,-1.E+34  
38.5,-42.5,-1.E+34  
39.5,-42.5,-1.E+34  
40.5,-42.5,-1.E+34  
41.5,-42.5,-1.E+34  
42.5,-42.5,-1.E+34  
43.5,-42.5,-1.E+34  
44.5,-42.5,-1.E+34  
45.5,-42.5,-1.E+34  
46.5,-42.5,-1.E+34  
47.5,-42.5,-1.E+34  
48.5,-42.5,-1.E+34  
49.5,-42.5,-1.E+34  
50.5,-42.5,-1.E+34  
51.5,-42.5,-1.E+34  
52.5,-42.5,-1.E+34  
53.5,-42.5,-1.E+34  
54.5,-42.5,-1.E+34  
55.5,-42.5,-1.E+34  
56.5,-42.5,-1.E+34  
57.5,-42.5,-1.E+34  
58.5,-42.5,-1.E+34  
59.5,-42.5,-1.E+34  
60.5,-42.5,-1.E+34  
61.5,-42.5,-1.E+34  
62.5,-42.5,-1.E+34  
63.5,-42.5,-1.E+34  
64.5,-42.5,-1.E+34  
65.5,-42.5,-1.E+34  
66.5,-42.5,-1.E+34  
67.5,-42.5,-1.E+34  
68.5,-42.5,-1.E+34  
69.5,-42.5,-1.E+34  
70.5,-42.5,-1.E+34  
71.5,-42.5,-1.E+34  
72.5,-42.5,-1.E+34  
73.5,-42.5,-1.E+34  
74.5,-42.5,-1.E+34  
75.5,-42.5,-1.E+34  
76.5,-42.5,-1.E+34  
77.5,-42.5,-1.E+34  
78.5,-42.5,-1.E+34  
79.5,-42.5,-1.E+34  
80.5,-42.5,-1.E+34  
81.5,-42.5,-1.E+34  
82.5,-42.5,-1.E+34  
83.5,-42.5,-1.E+34  
84.5,-42.5,-1.E+34  
85.5,-42.5,-1.E+34  
86.5,-42.5,-1.E+34  
87.5,-42.5,-1.E+34  
88.5,-42.5,-1.E+34  
89.5,-42.5,-1.E+34  
90.5,-42.5,-1.E+34  
91.5,-42.5,-1.E+34  
92.5,-42.5,-1.E+34  
93.5,-42.5,-1.E+34  
94.5,-42.5,-1.E+34  
95.5,-42.5,-1.E+34  
96.5,-42.5,-1.E+34  
97.5,-42.5,-1.E+34  
98.5,-42.5,-1.E+34  
99.5,-42.5,-1.E+34  
100.5,-42.5,-1.E+34  
101.5,-42.5,-1.E+34  
102.5,-42.5,-1.E+34  
103.5,-42.5,-1.E+34  
104.5,-42.5,-1.E+34  
105.5,-42.5,-1.E+34  
106.5,-42.5,-1.E+34  
107.5,-42.5,-1.E+34  
108.5,-42.5,-1.E+34  
109.5,-42.5,-1.E+34  
110.5,-42.5,-1.E+34  
111.5,-42.5,-1.E+34  
112.5,-42.5,-1.E+34  
113.5,-42.5,-1.E+34  
114.5,-42.5,-1.E+34  
115.5,-42.5,-1.E+34  
116.5,-42.5,-1.E+34  
117.5,-42.5,-1.E+34  
118.5,-42.5,-1.E+34  
119.5,-42.5,-1.E+34  
120.5,-42.5,-1.E+34  
121.5,-42.5,-1.E+34  
122.5,-42.5,-1.E+34  
123.5,-42.5,-1.E+34  
124.5,-42.5,-1.E+34  
125.5,-42.5,-1.E+34  
126.5,-42.5,-1.E+34  
127.5,-42.5,-1.E+34  
128.5,-42.5,-1.E+34  
129.5,-42.5,-1.E+34  
130.5,-42.5,-1.E+34  
131.5,-42.5,-1.E+34  
132.5,-42.5,-1.E+34  
133.5,-42.5,-1.E+34  
134.5,-42.5,-1.E+34  
135.5,-42.5,-1.E+34  
136.5,-42.5,-1.E+34  
137.5,-42.5,-1.E+34  
138.5,-42.5,-1.E+34  
139.5,-42.5,-1.E+34  
140.5,-42.5,-1.E+34  
141.5,-42.5,-1.E+34  
142.5,-42.5,-1.E+34  
143.5,-42.5,-1.E+34  
144.5,-42.5,-1.E+34  
145.5,-42.5,0.461324  
146.5,-42.5,0.433795  
147.5,-42.5,25.8076  
148.5,-42.5,2.1974  
149.5,-42.5,-1.E+34  
150.5,-42.5,-1.E+34  
151.5,-42.5,-1.E+34  
152.5,-42.5,-1.E+34  
153.5,-42.5,-1.E+34  
154.5,-42.5,-1.E+34  
155.5,-42.5,-1.E+34  
156.5,-42.5,-1.E+34  
157.5,-42.5,-1.E+34  
158.5,-42.5,-1.E+34  
159.5,-42.5,-1.E+34  
160.5,-42.5,-1.E+34  
161.5,-42.5,-1.E+34  
162.5,-42.5,-1.E+34  
163.5,-42.5,-1.E+34  
164.5,-42.5,-1.E+34  
165.5,-42.5,-1.E+34  
166.5,-42.5,-1.E+34  
167.5,-42.5,-1.E+34  
168.5,-42.5,-1.E+34  
169.5,-42.5,-1.E+34  
170.5,-42.5,8.44193  
171.5,-42.5,2.29506  
172.5,-42.5,0.502236  
173.5,-42.5,1.06426  
174.5,-42.5,0.557558  
175.5,-42.5,-1.E+34  
176.5,-42.5,-1.E+34  
177.5,-42.5,-1.E+34  
178.5,-42.5,-1.E+34  
179.5,-42.5,-1.E+34  
-179.5,-41.5,-1.E+34  
-178.5,-41.5,-1.E+34  
-177.5,-41.5,-1.E+34  
-176.5,-41.5,-1.E+34  
-175.5,-41.5,-1.E+34  
-174.5,-41.5,-1.E+34  
-173.5,-41.5,-1.E+34  
-172.5,-41.5,-1.E+34  
-171.5,-41.5,-1.E+34  
-170.5,-41.5,-1.E+34  
-169.5,-41.5,-1.E+34  
-168.5,-41.5,-1.E+34  
-167.5,-41.5,-1.E+34  
-166.5,-41.5,-1.E+34  
-165.5,-41.5,-1.E+34  
-164.5,-41.5,-1.E+34  
-163.5,-41.5,-1.E+34  
-162.5,-41.5,-1.E+34  
-161.5,-41.5,-1.E+34  
-160.5,-41.5,-1.E+34  
-159.5,-41.5,-1.E+34  
-158.5,-41.5,-1.E+34  
-157.5,-41.5,-1.E+34  
-156.5,-41.5,-1.E+34  
-155.5,-41.5,-1.E+34  
-154.5,-41.5,-1.E+34  
-153.5,-41.5,-1.E+34  
-152.5,-41.5,-1.E+34  
-151.5,-41.5,-1.E+34  
-150.5,-41.5,-1.E+34  
-149.5,-41.5,-1.E+34  
-148.5,-41.5,-1.E+34  
-147.5,-41.5,-1.E+34  
-146.5,-41.5,-1.E+34  
-145.5,-41.5,-1.E+34  
-144.5,-41.5,-1.E+34  
-143.5,-41.5,-1.E+34  
-142.5,-41.5,-1.E+34  
-141.5,-41.5,-1.E+34  
-140.5,-41.5,-1.E+34  
-139.5,-41.5,-1.E+34  
-138.5,-41.5,-1.E+34  
-137.5,-41.5,-1.E+34  
-136.5,-41.5,-1.E+34  
-135.5,-41.5,-1.E+34  
-134.5,-41.5,-1.E+34  
-133.5,-41.5,-1.E+34  
-132.5,-41.5,-1.E+34  
-131.5,-41.5,-1.E+34  
-130.5,-41.5,-1.E+34  
-129.5,-41.5,-1.E+34  
-128.5,-41.5,-1.E+34  
-127.5,-41.5,-1.E+34  
-126.5,-41.5,-1.E+34  
-125.5,-41.5,-1.E+34  
-124.5,-41.5,-1.E+34  
-123.5,-41.5,-1.E+34  
-122.5,-41.5,-1.E+34  
-121.5,-41.5,-1.E+34  
-120.5,-41.5,-1.E+34  
-119.5,-41.5,-1.E+34  
-118.5,-41.5,-1.E+34  
-117.5,-41.5,-1.E+34  
-116.5,-41.5,-1.E+34  
-115.5,-41.5,-1.E+34  
-114.5,-41.5,-1.E+34  
-113.5,-41.5,-1.E+34  
-112.5,-41.5,-1.E+34  
-111.5,-41.5,-1.E+34  
-110.5,-41.5,-1.E+34  
-109.5,-41.5,-1.E+34  
-108.5,-41.5,-1.E+34  
-107.5,-41.5,-1.E+34  
-106.5,-41.5,-1.E+34  
-105.5,-41.5,-1.E+34  
-104.5,-41.5,-1.E+34  
-103.5,-41.5,-1.E+34  
-102.5,-41.5,-1.E+34  
-101.5,-41.5,-1.E+34  
-100.5,-41.5,-1.E+34  
-99.5,-41.5,-1.E+34  
-98.5,-41.5,-1.E+34  
-97.5,-41.5,-1.E+34  
-96.5,-41.5,-1.E+34  
-95.5,-41.5,-1.E+34  
-94.5,-41.5,-1.E+34  
-93.5,-41.5,-1.E+34  
-92.5,-41.5,-1.E+34  
-91.5,-41.5,-1.E+34  
-90.5,-41.5,-1.E+34  
-89.5,-41.5,-1.E+34  
-88.5,-41.5,-1.E+34  
-87.5,-41.5,-1.E+34  
-86.5,-41.5,-1.E+34  
-85.5,-41.5,-1.E+34  
-84.5,-41.5,-1.E+34  
-83.5,-41.5,-1.E+34  
-82.5,-41.5,-1.E+34  
-81.5,-41.5,-1.E+34  
-80.5,-41.5,-1.E+34  
-79.5,-41.5,-1.E+34  
-78.5,-41.5,-1.E+34  
-77.5,-41.5,-1.E+34  
-76.5,-41.5,-1.E+34  
-75.5,-41.5,-1.E+34  
-74.5,-41.5,24.9212  
-73.5,-41.5,34.4183  
-72.5,-41.5,35.362  
-71.5,-41.5,17.6119  
-70.5,-41.5,0.435443  
-69.5,-41.5,0.529843  
-68.5,-41.5,0.597156  
-67.5,-41.5,0.144488  
-66.5,-41.5,0.376694  
-65.5,-41.5,1.77267  
-64.5,-41.5,6.55406  
-63.5,-41.5,6.92634  
-62.5,-41.5,6.20645  
-61.5,-41.5,-1.E+34  
